BGGId,Name,YearPublished,GameWeight,MinPlayers,MaxPlayers,ComAgeRec,ComMinPlaytime,ComMaxPlaytime,IsReimplementation,Kickstarted,Score_strategygames,Score_abstracts,Score_familygames,Score_thematic,Score_cgs,Score_wargames,Score_partygames,Score_childrensgames,Rating,Avg_popularity_log,NumAlternates_log,NumImplementations_log,NumExpansions_log,NumWeightVotes_log,Cluster_KMeans,Cluster_Ward,Cluster_DBSCAN
3512,Doorways to Adventure,1986,1.4,2,6,8.0,60.0,60.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4.007333185232471,0.0,0.0,0.0,1.791759469228055,1,0,0
12538,Clocktowers,2004,1.3933,2,4,8.0,20.0,20.0,1,0,0.0,0.0,0.0005396654074473,0.0,0.0,0.0,0.0,0.0,1,5.631211781821365,0.0,0.6931471805599453,0.0,4.499809670330265,1,0,0
299450,Tsukuyumi: Full Moon Down (Second Edition),2021,3.5882,2,4,14.0,90.0,180.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5.71042701737487,0.6931471805599453,0.6931471805599453,2.19722457733622,2.8903717578961645,0,1,0
97357,Sunrise City,2012,2.3378,2,4,9.0,60.0,60.0,0,1,0.000786782061369,0.0,0.0012062726176115,0.0,0.0,0.0,0.0,0.0,2,6.479021543934619,0.0,0.0,1.0986122886681098,4.31748811353631,0,0,0
10257,Battle of Buena Vista,1996,2.8571,2,2,14.0,90.0,90.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0002922267679719,0.0,0.0,1,4.650780697240144,0.0,0.0,0.0,2.079441541679836,0,1,0
19030,Frankenstein,2005,1.0,2,2,8.0,15.0,15.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.199705077879927,0.0,0.0,0.0,1.9459101490553128,1,0,0
116124,Lokus,2012,2.0,3,5,10.0,30.0,30.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.031286426254964,0.0,0.0,0.0,1.0986122886681098,1,0,0
27870,Toss Your Cookies,2007,1.4545,3,8,4.0,15.0,15.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.814890716970161,0.0,0.0,0.0,2.4849066497880004,1,0,0
109786,Serica: Plains of Dust,2011,2.4,2,2,10.0,30.0,30.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3.970291913552122,0.0,0.0,0.0,1.791759469228055,1,0,0
2074,Murphy,1989,2.0,2,6,10.0,60.0,60.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.713572066704308,0.0,0.0,0.0,1.0986122886681098,1,0,0
162591,Heroes,2015,2.3077,2,4,11.0,20.0,30.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5.8730563160576805,1.6094379124341005,0.0,0.6931471805599453,2.6390573296152584,1,1,0
9560,Indus,2004,1.9333,2,4,9.0,60.0,60.0,0,0,0.0004399472063352,0.0,0.0004823926676314,0.0,0.0,0.0,0.0,0.0,1,5.599655765447303,1.0986122886681098,0.0,0.0,3.828641396489095,1,0,0
12976,The Mutiny on Little Blue,2004,1.3333,3,7,10.0,45.0,45.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.957633516680199,0.6931471805599453,0.0,0.0,1.3862943611198906,1,0,0
244241,Runika and the Six-sided Spellbooks,2020,2.0,1,4,10.0,60.0,90.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5.232889561225582,0.0,0.0,0.6931471805599453,1.6094379124341005,1,0,0
160488,Faras,2014,1.6667,2,5,6.0,30.0,30.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.5648268054439574,0.6931471805599453,0.0,0.6931471805599453,1.9459101490553128,1,0,0
256769,Forwarder of Xanadu,2018,3.0,3,5,14.0,120.0,120.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3.9318256327243257,0.0,0.0,0.0,0.6931471805599453,0,0,0
6191,Xe Queo!,1998,1.5,2,2,8.0,20.0,20.0,0,0,0.0,0.0041152263374485,0.0,0.0,0.0,0.0,0.0,0.0,2,5.327876168789581,1.0986122886681098,0.6931471805599453,0.0,3.295836866004329,1,0,0
17779,Kaiser,1965,1.8,4,4,10.0,60.0,60.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3.1918471524802814,0.0,0.0,0.0,1.791759469228055,1,0,0
349131,Splitter,2021,1.0,1,12,10.0,15.0,15.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4.048882188145344,0.0,0.0,0.0,1.0986122886681098,1,0,0
127312,Enigma,2012,2.0741,2,4,10.0,45.0,45.0,0,0,0.0,0.0,0.0009699321047526,0.0,0.0,0.0,0.0,0.0,2,6.273505739669678,0.6931471805599453,0.0,0.0,3.332204510175204,1,1,0
139627,Dragon Teeth Washer,2012,1.4,3,5,4.0,15.0,15.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.672828834461906,1.791759469228055,0.6931471805599453,0.0,2.3978952727983707,1,0,0
17700,Cluedo Card Game,1990,1.1667,2,4,8.0,30.0,30.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.890349128221754,0.6931471805599453,0.0,0.0,1.9459101490553128,1,0,0
154553,Last Letter,2014,1.1667,2,6,10.0,5.0,15.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.765018886929988,1.0986122886681098,0.0,0.0,1.9459101490553128,1,0,0
257836,Narabi,2018,1.4,3,5,10.0,1.0,15.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5.605802066295998,1.0986122886681098,0.0,0.0,1.791759469228055,1,0,0
202674,Ore City,2015,2.0,2,6,10.0,30.0,60.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3.688879454113936,1.0986122886681098,0.0,0.0,0.6931471805599453,1,0,0
113070,Zoneplex,2012,2.5,3,5,10.0,60.0,60.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.054679305829669,0.0,0.0,0.6931471805599453,1.6094379124341005,1,0,0
428,Galopp Royal,1995,1.6471,3,6,6.0,45.0,45.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4.919980925828125,0.0,0.0,0.0,2.8903717578961645,1,0,0
253786,Don't Mess with Cthulhu Deluxe,2018,1.1667,4,8,14.0,1.0,30.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5.8888779583328805,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.9459101490553128,1,0,0
218489,Clutch Baseball,2017,3.0,2,2,6.0,30.0,60.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3.6635616461296463,0.0,0.6931471805599453,0.0,1.0986122886681098,0,0,0
76085,Unauthorized Production,2014,1.0,2,8,10.0,20.0,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4.04305126783455,1.9459101490553128,0.0,0.0,0.6931471805599453,1,0,0
137931,Nada!,2013,1.0455,2,4,5.0,10.0,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.633598417799097,0.6931471805599453,0.0,0.0,3.1354942159291497,1,0,0
103687,Lamborghini: The Official Race Game,2011,1.6667,2,5,10.0,45.0,45.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3.7054087560651463,0.0,0.0,0.0,1.3862943611198906,1,0,0
226426,Valerian: The Alpha Missions,2017,2.4,2,4,8.0,20.0,30.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.61512051684126,0.0,0.0,0.0,1.791759469228055,1,0,0
169502,Firefly: Fistful of Credits,2015,2.8571,2,4,10.0,30.0,60.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.234667339471581,0.0,0.0,0.0,2.079441541679836,0,0,0
5782,Coloretto,2003,1.2813,2,5,7.0,30.0,30.0,0,0,0.0,0.0,0.0069930069930069,0.0,0.0,0.0,0.0,0.0,3,9.070273383079064,2.5649493574615367,0.6931471805599453,1.9459101490553128,7.260522598089852,1,0,0
247785,Chartered: The Golden Age,2019,2.0,2,6,10.0,60.0,90.0,1,1,0.0006153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5.537334267018537,0.0,0.6931471805599453,0.0,2.995732273553991,1,0,0
38353,Monopol: Sverige,2008,1.0,2,6,10.0,30.0,45.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.044522437723423,0.0,0.0,0.0,0.6931471805599453,1,0,0
20269,Pikemen,1997,2.8333,2,4,4.0,15.0,15.0,0,0,0.0,0.0028818443804034,0.0,0.0,0.0,0.0,0.0,0.0,2,3.80666248977032,0.0,0.6931471805599453,0.0,2.9444389791664403,0,0,0
328871,Terraforming Mars: Ares Expedition,2021,2.9036,1,4,12.0,45.0,60.0,1,1,0.0038022813688212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8.196069231741824,2.079441541679836,0.6931471805599453,0.6931471805599453,4.430816798843313,0,1,0
1142,Sabotage,1985,1.6,2,2,8.0,30.0,30.0,0,0,0.0,0.0012391573729863,0.0,0.0,0.0,0.0,0.0,0.0,1,4.31303376318693,0.0,0.0,0.0,1.791759469228055,1,0,0
261262,Blöde Kuh,2018,1.125,3,6,6.0,15.0,25.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5.151362953591374,1.9459101490553128,0.0,0.0,2.19722457733622,1,0,0
7693,Fußball-Bundesliga: Das große Geschäft,1987,1.2222,2,4,6.0,45.0,45.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.58351893845611,1.0986122886681098,0.0,0.0,2.302585092994046,1,0,0
204887,Potions Brew,2016,1.0,3,5,10.0,30.0,30.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.539742380665636,0.0,0.0,0.0,1.3862943611198906,1,0,0
1090,YoYo,1998,1.0,2,6,10.0,15.0,15.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.672072335797555,0.6931471805599453,0.0,0.0,2.19722457733622,1,0,0
3664,Grand Mastermind,1974,2.9091,2,2,10.0,10.0,10.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.608497976080766,0.6931471805599453,1.0986122886681098,0.0,2.4849066497880004,0,0,0
322622,Floriferous,2021,1.6667,1,4,8.0,20.0,30.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5.83090448209554,0.0,0.0,0.6931471805599453,1.3862943611198906,1,0,0
10353,Playoff One-On-One Hockey Challenge,1995,2.5,2,2,14.0,45.0,45.0,0,0,0.0,0.0,0.0,0.0,0.0043103448275862,0.0,0.0,0.0,1,3.41224721784874,0.6931471805599453,0.0,0.0,1.6094379124341005,1,1,0
7803,O'NO 99,1980,1.1923,2,8,8.0,30.0,30.0,0,0,0.0,0.0,0.0004545454545454,0.0,0.0,0.0,0.0,0.0,1,5.475067878292536,1.3862943611198906,0.6931471805599453,0.0,3.295836866004329,1,0,0
165872,Liberty or Death: The American Insurrection,2016,4.0667,1,4,14.0,180.0,360.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0175438596491228,0.0,0.0,3,7.4137693457509055,0.0,0.0,0.0,4.795790545596741,0,1,0
237182,Root,2018,3.7068,2,4,12.0,60.0,90.0,0,1,0.0344827586206896,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,3,9.958874954615686,1.791759469228055,0.0,2.4849066497880004,7.113956109566034,0,1,0
634,River Dragons,2000,1.719,2,6,7.0,30.0,30.0,0,0,0.0,0.0,0.0016835016835016,0.0,0.0,0.0,0.0,0.0,2,7.413970290190444,2.302585092994046,0.0,0.0,5.351858133476067,1,0,0
951,Football Strategy,1959,1.5556,2,4,10.0,150.0,150.0,0,0,0.0005488474204171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5.697093486505405,0.0,0.0,0.0,3.610917912644224,0,0,0
13106,Dad's Army,1974,1.3333,2,4,10.0,30.0,45.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.164067588373206,0.0,0.0,0.0,1.3862943611198906,1,0,0
161553,Drecksause,2014,1.0,2,4,10.0,20.0,20.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.574216545793796,0.0,0.6931471805599453,0.0,0.6931471805599453,1,0,0
119165,Serpent Stones,2013,1.6,2,2,8.0,30.0,30.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.326337728813293,0.0,0.0,0.0,2.3978952727983707,1,0,0
244144,Catan Histories: Rise of the Inkas,2018,2.7,3,4,8.0,90.0,90.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,6.101066057023063,2.5649493574615367,0.6931471805599453,0.6931471805599453,2.3978952727983707,0,0,0
40886,Heist,2008,1.0,2,6,10.0,10.0,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.619886582626985,0.0,0.0,0.0,2.079441541679836,1,0,0
89918,Mount Drago,2011,1.8261,2,5,8.0,30.0,30.0,0,0,0.0,0.0,0.0005614823133071,0.0,0.0,0.0,0.0,0.0,2,5.049856007249537,0.6931471805599453,0.0,0.0,3.1780538303479458,1,0,0
33782,Bonanza,1964,1.0,2,4,5.0,60.0,60.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3.982792076316353,0.0,0.0,0.0,1.0986122886681098,1,0,0
160499,King of New York,2014,1.8584,2,6,8.0,40.0,40.0,1,0,0.0,0.0,0.0055555555555555,0.0,0.0,0.0,0.0,0.0,2,9.054660746128649,1.791759469228055,0.6931471805599453,3.044522437723423,6.131226489483141,1,0,0
18058,Anno Domini: Spiel des Jahres,2004,1.5,2,8,14.0,30.0,30.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4.9028025892930405,0.0,0.0,0.0,1.9459101490553128,1,0,0
290367,Caretos,2020,2.1429,2,4,6.0,45.0,60.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4.584967478670572,0.0,0.0,0.0,2.079441541679836,1,0,0
17597,Suomi Tietopeli,2003,1.0,2,6,10.0,30.0,30.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.662587827025453,1.0986122886681098,0.6931471805599453,0.0,1.0986122886681098,1,0,0
5231,Orcwars,1988,2.25,2,4,16.0,120.0,150.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0003155569580309,0.0,0.0,1,3.9448128282511368,0.0,0.0,0.0,2.19722457733622,0,1,0
152822,Xoom Cubes,2013,1.3333,2,4,10.0,10.0,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.9765615265657175,0.0,0.0,1.0986122886681098,1.3862943611198906,1,0,0
240142,Dark Legacy: The Rising,2018,1.0,2,2,21.0,45.0,60.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2.772588722239781,0.0,0.6931471805599453,1.3862943611198906,0.6931471805599453,1,0,0
146548,Imaginarium,2011,1.1111,4,7,8.0,30.0,30.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.002127659574468,0.0,2,5.139712336371398,0.6931471805599453,0.0,1.6094379124341005,2.9444389791664403,1,0,0
2764,Ein Arsch kommt selten allein,2001,1.0,2,4,10.0,30.0,30.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.194692536056382,0.0,0.0,0.0,1.3862943611198906,1,0,0
98739,Byzantio,2013,2.2105,2,4,10.0,60.0,60.0,0,1,0.0004880429477794,0.0,0.0005820721769499,0.0,0.0,0.0,0.0,0.0,2,5.1666889240696,0.6931471805599453,0.0,0.6931471805599453,2.995732273553991,1,0,0
227171,The Masters' Trials: Wrath of Magmaroth,2017,2.8,1,4,10.0,60.0,90.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5.351858133476067,0.0,0.6931471805599453,0.0,1.791759469228055,0,0,0
180325,Elfenroads,2015,2.2667,2,6,7.0,45.0,90.0,1,0,0.0007396449704142,0.0,0.0011547344110854,0.0,0.0,0.0,0.0,0.0,2,6.472861360183161,1.6094379124341005,1.791759469228055,0.6931471805599453,2.772588722239781,0,0,0
47462,Killer Bunnies and the Quest for the Magic Carrot: Remix,2009,1.625,2,8,8.0,45.0,45.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.149430585840319,0.0,0.0,0.0,2.19722457733622,1,0,0
168840,Bonje in de stal,2014,1.0,2,4,6.0,20.0,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.532599493153256,0.6931471805599453,0.0,0.0,2.079441541679836,1,0,0
121715,HIRÞ: The Viking Game of Royal Conflict,2003,1.5,2,2,8.0,10.0,60.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4.339467020255086,0.0,0.0,0.0,1.0986122886681098,1,0,0
81588,OMEGA,2010,3.5,2,4,8.0,30.0,30.0,0,0,0.0,0.0019841269841269,0.0,0.0,0.0,0.0,0.0,0.0,3,3.4011973816621555,0.6931471805599453,0.6931471805599453,0.0,1.6094379124341005,0,0,0
20888,Assault on Narvik,2005,3.0,2,2,16.0,240.0,240.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0003234152652005,0.0,0.0,1,4.3481250829982,0.0,0.0,0.0,2.302585092994046,0,1,0
8258,"Solomons Campaign: Air, Land, and Sea Warfare, Pacific 1942",1973,3.8462,2,2,16.0,180.0,180.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0005506607929515,0.0,0.0,3,4.5145158177199605,0.0,0.6931471805599453,0.0,2.6390573296152584,0,1,0
218007,Napoleon's Quagmire,2017,3.75,2,2,16.0,120.0,120.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0007581501137225,0.0,0.0,3,4.703506086708953,0.0,0.6931471805599453,0.6931471805599453,1.6094379124341005,0,1,0
22674,Mława 1939,1999,3.0,2,2,16.0,120.0,120.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0003184713375796,0.0,0.0,1,3.258096538021482,0.0,0.0,0.0,1.791759469228055,0,1,0
341008,Unlock!: Heroic Adventures – Sherlock Holmes: Der scharlachrote Faden,2020,1.5,1,6,10.0,60.0,60.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3.0122615755052013,0.6931471805599453,0.0,0.0,1.0986122886681098,1,0,0
233033,Snowbirds,2017,1.75,1,1,10.0,10.0,15.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4.669708707125663,0.0,0.0,1.0986122886681098,1.6094379124341005,1,0,1
5433,The Crocodile Hunter Game,1994,1.0,2,4,4.0,30.0,30.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018248175182481,1,4.179502370562408,1.791759469228055,0.0,0.0,2.19722457733622,1,0,0
6574,Mad Dash!,1991,1.0,2,2,10.0,10.0,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.7765850345330416,0.0,0.0,0.0,0.6931471805599453,1,0,0
58,Kings & Things,1986,2.6437,2,4,10.0,120.0,120.0,1,0,0.0,0.0,0.0,0.0019083969465648,0.0,0.001592356687898,0.0,0.0,2,7.125819284553049,1.0986122886681098,0.6931471805599453,0.0,5.081404364984463,0,1,0
188347,Karty Dżentelmenów,2015,1.0,3,15,17.0,15.0,120.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.833632898779901,0.0,0.0,0.0,2.3978952727983707,1,0,0
14131,Casanova,2004,1.0,2,4,10.0,20.0,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.729701448634192,0.0,0.0,0.0,2.079441541679836,1,0,0
43570,Friday,2011,2.1463,1,1,10.0,25.0,25.0,0,0,0.0031347962382445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,9.328656598794224,2.4849066497880004,0.0,0.0,6.668228248417403,0,0,-1
217020,Truck Off: The Food Truck Frenzy,2017,1.5,2,6,9.0,20.0,30.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5.958424693029782,0.0,0.6931471805599453,0.0,1.9459101490553128,1,0,0
256952,Zombie Kidz Evolution,2018,1.4021,2,4,5.0,5.0,15.0,1,0,0.0,0.0,0.0117647058823529,0.0,0.0,0.0,0.0,1.0,3,7.767687277186908,2.4849066497880004,0.6931471805599453,0.0,4.584967478670572,1,0,0
24795,Cleopatra's Caboose,2010,2.3636,3,5,12.0,105.0,105.0,0,0,0.000438596491228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.420534999272286,0.0,0.0,0.0,2.4849066497880004,0,0,0
175023,Crows Overkill,2014,1.125,2,4,10.0,15.0,15.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5.87493073085203,1.0986122886681098,0.0,0.0,2.19722457733622,1,0,0
2212,eBay Electronic Talking Auction Game,2001,1.2581,3,4,10.0,20.0,20.0,0,0,0.0,0.0,0.0005931198102016,0.0,0.0,0.0,0.0,0.0,1,5.41610040220442,1.9459101490553128,0.0,0.0,3.4657359027997265,1,0,0
40386,Disney Club Penguin Trading Card Game,2008,1.0,2,2,6.0,10.0,10.0,0,0,0.0,0.0,0.0,0.0,0.003831417624521,0.0,0.0,0.0,1,3.0122615755052013,1.0986122886681098,0.0,0.0,2.079441541679836,1,0,0
193193,Watchmen of Destiny,2016,1.75,2,4,11.0,25.0,45.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.530750964769339,0.0,0.0,0.6931471805599453,2.19722457733622,1,0,0
7811,Stranded,1981,1.6667,2,2,6.0,20.0,20.0,0,0,0.0,0.0010515247108307,0.0,0.0,0.0,0.0,0.0,0.0,1,3.367295829986474,0.6931471805599453,0.6931471805599453,0.0,1.3862943611198906,1,0,0
3500,Schmuggler an Bord,1992,1.25,3,6,8.0,30.0,30.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3.6463198396951406,1.3862943611198906,0.0,0.0,1.6094379124341005,1,0,0
171351,Random Encounters,2015,1.8,1,4,14.0,20.0,120.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4.48863636973214,0.0,0.0,0.0,1.791759469228055,1,1,0
285166,Bear Down!,2019,1.5,2,4,4.0,20.0,20.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4.204692619390966,0.6931471805599453,0.0,0.0,1.0986122886681098,1,0,0
245961,Fleet: The Dice Game,2018,2.5849,1,4,10.0,30.0,45.0,1,1,0.003030303030303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,7.646353722445999,0.6931471805599453,1.0986122886681098,1.3862943611198906,3.9889840465642745,0,1,0
8256,LEGO Constructionary Game,1999,1.6667,3,6,10.0,30.0,30.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.58351893845611,0.0,0.0,0.0,1.3862943611198906,1,0,0
265583,Dino Dump,2018,1.0,2,4,6.0,10.0,10.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.39002408106403,0.0,0.0,0.0,0.6931471805599453,1,0,0
911,Empires of the Middle Ages,1980,3.5439,1,6,15.0,240.0,360.0,0,0,0.0006724949562878,0.0,0.0,0.0,0.0,0.0025125628140703,0.0,0.0,2,6.222576268071369,1.0986122886681098,0.0,0.0,4.060443010546419,0,1,0
200396,Long Range Desert Group: Special Operations Against Rommel 1941-1942,2015,2.1667,1,1,16.0,60.0,120.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0003553660270078,0.0,0.0,2,4.750712491278749,0.0,0.0,0.0,1.9459101490553128,0,1,1
56886,By Fire and Sword,2009,3.0,2,2,12.0,60.0,60.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0005892751915144,0.0,0.0,3,3.713572066704308,0.6931471805599453,0.0,0.0,1.3862943611198906,0,0,0
249421,Warfighter: The WWII Pacific Combat Card Game,2019,3.4,1,6,16.0,45.0,240.0,1,0,0.0,0.0,0.0,0.0,0.0,0.001865671641791,0.0,0.0,3,5.595949769852986,0.0,0.6931471805599453,3.5263605246161616,1.791759469228055,0,1,0
136245,Ka-Boom,2013,1.0588,2,5,5.0,30.0,30.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5.513428746164983,1.3862943611198906,0.0,0.0,2.8903717578961645,1,0,0
1687,Red Empire,1990,1.6207,3,6,10.0,90.0,90.0,0,0,0.000451467268623,0.0,0.0,0.0,0.0,0.0,0.0019011406844106,0.0,1,4.897839799950911,0.0,0.0,0.0,3.4011973816621555,1,0,0
283216,Chicken Heist,2020,2.4,3,8,12.0,15.0,45.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3.905334017277349,0.0,0.0,0.0,1.791759469228055,1,0,0
4503,Grand Prix: F1,2002,2.0,3,8,10.0,45.0,45.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3.4011973816621555,0.0,0.0,0.0,1.6094379124341005,1,0,0
117862,Step by Step,2012,1.25,2,5,8.0,30.0,30.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.019381523748645,0.0,0.0,0.0,2.19722457733622,1,0,0
649,Thieves of Bagdad,1999,2.1667,3,6,12.0,90.0,90.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.727387818712341,1.3862943611198906,0.0,0.0,2.5649493574615367,1,0,0
233361,Doctor Who: Solitaire Story Game (Second Edition),2017,2.75,1,1,10.0,45.0,45.0,1,0,0.0,0.0,0.0,0.0011627906976744,0.0,0.0,0.0,0.0,3,4.846808319938465,0.0,0.6931471805599453,0.0,2.19722457733622,0,0,1
69120,Cadwallon: City of Thieves,2010,2.3243,2,4,9.0,45.0,45.0,0,0,0.0,0.0,0.0,0.0015797788309636,0.0,0.0,0.0,0.0,2,7.076090593801352,1.6094379124341005,0.0,2.079441541679836,4.718498871295094,0,0,0
3077,The Game of Real Life,1998,1.1667,2,6,16.0,30.0,30.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.184591440069879,0.0,0.0,0.0,1.9459101490553128,1,0,0
11601,Botts and Balls,2004,3.0,2,6,10.0,45.0,45.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3.455264602932431,0.0,0.0,0.0,1.791759469228055,0,0,0
33077,Breakthrough: Cambrai,2011,2.6765,2,2,10.0,180.0,180.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0012642225031605,0.0,0.0,3,5.552959584921617,0.0,0.0,0.0,3.555348061489413,0,0,0
296892,Sacred Rites,2020,2.0,3,9,10.0,20.0,30.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3.918667548146815,0.0,0.0,0.0,0.6931471805599453,1,0,0
1263,Knatsch,2000,1.354,2,6,7.0,30.0,30.0,0,0,0.0,0.0,0.0005146680391147,0.0,0.0,0.0,0.0,0.0,1,6.289715570908998,0.6931471805599453,0.0,1.6094379124341005,4.736198448394496,1,0,0
