BGGId,Name,YearPublished,GameWeight,MinPlayers,MaxPlayers,ComAgeRec,ComMinPlaytime,ComMaxPlaytime,IsReimplementation,Kickstarted,Score_strategygames,Score_abstracts,Score_familygames,Score_thematic,Score_cgs,Score_wargames,Score_partygames,Score_childrensgames,Rating,Avg_popularity_log,NumAlternates_log,NumImplementations_log,NumExpansions_log,NumWeightVotes_log
127989,LOT,2012,1.5,2,2,8.0,20.0,20.0,0,0,0.0,0.0027397260273972603,0.0,0.0,0.0,0.0,0.0,0.0,3,3.7612001156935624,0.0,0.0,0.0,1.0986122886681098
172287,Champions of Midgard,2015,2.5909,2,4,10.0,60.0,90.0,0,0,0.010869565217391304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,9.089979015305,1.6094379124341003,0.0,3.091042453358316,5.8664680569332965
154857,Emergence Event,2015,2.875,2,4,12.0,120.0,120.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5.381432273258543,0.0,0.0,0.6931471805599453,2.1972245773362196
4491,Cave Troll,2002,1.9785,2,4,9.0,20.0,60.0,0,0,0.0009009009009009009,0.0,0.0,0.002061855670103093,0.0,0.0,0.0,0.0,2,7.696212639346407,1.6094379124341003,0.0,0.0,5.786897381366708
764,Mad Gab,1996,1.2532,2,12,11.0,45.0,45.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016129032258064516,0.0,1,7.086180365496968,0.6931471805599453,0.0,0.0,4.382026634673881
120801,Nizam,2012,2.0,1,5,8.0,30.0,30.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0757749812275277,0.6931471805599453,0.0,0.0,1.3862943611198906
33857,Prince of Chaos: Battle for Tae Orn,2008,4.2308,2,4,13.0,120.0,120.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0003694126339120798,0.0,0.0,2,4.907740870933623,0.0,0.0,0.0,3.295836866004329
290565,Hasty Baker,2019,1.0,2,6,4.0,30.0,60.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3.1780538303479458,0.0,0.0,0.0,1.0986122886681098
146204,Ruckus: The Goblin Army Game,2014,2.25,2,4,8.0,20.0,20.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.700480365792417,0.0,0.0,0.0,2.1972245773362196
38054,Snow Tails,2008,2.0464,2,5,10.0,45.0,60.0,0,0,0.0019801980198019802,0.0,0.005025125628140704,0.0,0.0,0.0,0.0,0.0,2,7.951324561815049,0.0,0.6931471805599453,1.3862943611198906,5.963579343618446
125028,Colorpop,2011,1.2143,1,5,6.0,10.0,20.0,0,0,0.0,0.0011363636363636363,0.0,0.0,0.0,0.0,0.0,0.0,1,4.870095271317256,0.0,0.0,0.0,3.7612001156935624
165877,Spellcaster,2014,1.52,2,4,8.0,20.0,30.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5.856026576212877,0.6931471805599453,0.0,1.0986122886681098,3.258096538021482
4488,Scarab Lords,2002,1.9167,2,2,11.0,20.0,40.0,0,0,0.0006086427267194157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,6.8501261661455,1.3862943611198906,0.0,0.0,5.1298987149230735
326485,Cthulhu Wars: Duel,2020,2.75,2,2,12.0,20.0,30.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5.741934240620577,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.6094379124341003
188997,Piratas!,2015,1.0,2,6,8.0,10.0,15.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4.199705077879927,0.0,0.6931471805599453,0.0,1.791759469228055
5272,Hilarium,2001,1.0909,3,6,6.0,45.0,45.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.988162438244197,0.0,0.0,0.0,2.4849066497880004
7475,Hand and Foot,1982,1.92,2,6,8.0,120.0,120.0,0,0,0.0,0.0,0.0005473453749315818,0.0,0.0,0.0,0.0,0.0,1,4.657129924918802,0.6931471805599453,0.0,0.0,3.258096538021482
